"School Name","School Code","State","City","Activation Date","Fees: Retail and Corporate Level Users","Fees: Colleague Level Members"
"UHD","_003612","TX","HOUSTON","12/16/2008","$6.50","$5.00"
"UHDC","_003612","TX","HOUSTON","12/16/2008","$6.50","$5.00"
"UMDNJ -GRADUATE SCHOOL OF BIOMEDICAL SCIENCES - STRATFORD","_010394","NJ","NEWARK","12/17/2010","$6.50","$5.00"
"UMDNJ - GRADUATE SCHOOL OF BIOMEDICAL SCIENCES","_010394","NJ","NEWARK","12/17/2010","$6.50","$5.00"
"UMDNJ - GRADUATE SCHOOL OF BIOMEDICAL SCIENCES-NEWARK","_010394","NJ","NEWARK","12/17/2010","$6.50","$5.00"
"UMDNJ - NEW JERSEY DENTAL SCHOOL","_010394","NJ","NEWARK","12/17/2010","$6.50","$5.00"
"UMDNJ - NEW JERSEY MEDICAL SCHOOL","_010394","NJ","NEWARK","12/17/2010","$6.50","$5.00"
"UMDNJ - ROBERT WOOD JOHNSON MEDICAL SCHOOL","_010394","NJ","NEWARK","12/17/2010","$6.50","$5.00"
"UMDNJ - ROBERT WOOD JOHNSON MEDICAL SCHOOL - CAMDEN","_010394","NJ","NEWARK","12/17/2010","$6.50","$5.00"
"UMDNJ - SCHOOL OF HEALTH RELATED PROFESSIONS","_010394","NJ","NEWARK","12/17/2010","$6.50","$5.00"
"UMDNJ - SCHOOL OF NURSING - NEWARK","_010394","NJ","NEWARK","12/17/2010","$6.50","$5.00"
"UMDNJ - SCHOOL OF NURSING - STRATFORD","_010394","NJ","NEWARK","12/17/2010","$6.50","$5.00"
"UMDNJ - SCHOOL OF OSTEOPATHIC MEDICINE","_010394","NJ","NEWARK","12/17/2010","$6.50","$5.00"
"UMDNJ - SCHOOL OF PUBLIC HEALTH - NEWARK","_010394","NJ","NEWARK","12/17/2010","$6.50","$5.00"
"UMDNJ - SCHOOL OF PUBLIC HEALTH - PISCATAWAY","_010394","NJ","NEWARK","12/17/2010","$6.50","$5.00"
"UMDNJ - SCHOOL OF PUBLIC HEALTH - STRATFORD","_010394","NJ","NEWARK","12/17/2010","$6.50","$5.00"
"UMPQUA COMMUNITY COLLEGE","_003222","OR","ROSEBURG","05/18/2005","$6.50","$5.00"
"UNC-CHAPEL HILL","_002974","NC","CHAPEL HILL","05/17/2010","$6.50","$5.00"
"UNC-PEMBROKE","_002954","NC","PEMBROKE","10/01/2004","$6.50","$5.00"
"UNION COLLEGE","_001988","KY","BARBOURVILLE","05/22/2009","$6.50","$5.00"
"UNION COLLEGE","_002889","NY","SCHENECTADY","11/05/2007","$6.50","$5.00"
"UNION COLLEGE - GRADUATE","_038813","NY","SCHENECTADY","10/28/2010","$10.00","$8.50"
"UNION COUNTY COLLEGE","_002643","NJ","CRANFORD","06/04/2003","$6.50","$5.00"
"UNION COUNTY TECHNICAL INSTITUTE","_002643","NJ","CRANFORD","06/04/2003","$6.50","$5.00"
"UNION GRADUATE COLLEGE","_038813","NY","SCHENECTADY","10/28/2010","$10.00","$8.50"
"UNION INSTITUTE AND UNIVERSITY","_010923","OH","CINCINNATI","11/11/2004","$6.50","$5.00"
"UNIQUE AND INTERDISCIPLINARY STUDIES","_004765","NY","NEW YORK","01/17/2002","$6.50","$5.00"
"UNITED STATES SPORTS ACADEMY","_021706","AL","DAPHNE","02/12/2008","$6.50","$5.00"
"UNITY COLLEGE","_006858","ME","UNITY","04/11/2006","$6.50","$5.00"
"UNIV ALA BIRMINGHAM","_001052","AL","BIRMINGHAM","10/12/2004","$6.50","$5.00"
"UNIV OF NORTH CAROLINA AT GREENSBORO","_002976","NC","GREENSBORO","06/03/2004","$6.50","$5.00"
"UNIVERSIDAD DEL SAGRADO CORAZÓN","_003937","PR","SAN JUAN, PR","11/28/2011","$9.50","$8.00"
"UNIVERSITY AT ALBANY, SUNY","_002835","NY","ALBANY","10/02/2008","$11.50","$10.00"
"UNIVERSITY AT BUFFALO, SUNY","_002837","NY","BUFFALO","09/09/2011","$11.50","$10.00"
"UNIVERSITY AT BUFFALO, SUNY: SCHOOL OF DENTAL MEDICINE","_002837","NY","BUFFALO","09/09/2011","$11.50","$10.00"
"UNIVERSITY AT BUFFALO, SUNY: SCHOOL OF LAW","_002837","NY","BUFFALO","09/09/2011","$11.50","$10.00"
"UNIVERSITY AT BUFFALO, THE STATE UNIVERSITY OF NEW YORK","_002837","NY","BUFFALO","09/09/2011","$11.50","$10.00"
"UNIVERSITY OF ALABAMA","_001051","AL","TUSCALOOSA","11/26/2007","$13.50","$12.00"
"UNIVERSITY OF ALABAMA AT BIRMINGHAM","_001052","AL","BIRMINGHAM","10/12/2004","$6.50","$5.00"
"UNIVERSITY OF ALABAMA AT BIRMINGHAM UNIVERSITY OF ALABAMA SCHOOL OF MEDICINE","_001052","AL","BIRMINGHAM","10/12/2004","$6.50","$5.00"
"UNIVERSITY OF ALABAMA AT BIRMINGHAM, UAB SCHOOL OF DENTISTRY","_001052","AL","BIRMINGHAM","10/12/2004","$6.50","$5.00"
"UNIVERSITY OF ALABAMA AT BIRMINGHAM, UAB SCHOOL OF OPTOMETRY","_001052","AL","BIRMINGHAM","10/12/2004","$6.50","$5.00"
"UNIVERSITY OF ALABAMA IN HUNTSVILLE","_001055","AL","HUNTSVILLE","09/23/2008","$8.50","$7.00"
"UNIVERSITY OF ALASKA, ANCHORAGE","_011462","AK","ANCHORAGE","12/11/2002","$6.50","$5.00"
"UNIVERSITY OF ALASKA, FAIRBANKS","_001063","AK","FAIRBANKS","12/09/2002","$6.50","$5.00"
"UNIVERSITY OF ALASKA, SOUTHEAST","_001065","AK","JUNEAU","08/09/2002","$6.50","$5.00"
"UNIVERSITY OF ARIZONA","_001083","AZ","TUCSON","08/28/2008","$10.50","$9.00"
"UNIVERSITY OF ARKANSAS - FORT SMITH","_001110","AR","FORT SMITH","03/22/2007","$6.50","$5.00"
"UNIVERSITY OF ARKANSAS AT FAYETTEVILLE","_001108","AR","FAYETTEVILLE","06/14/2005","$6.50","$5.00"
"UNIVERSITY OF ARKANSAS AT LITTLE ROCK","_001101","AR","LITTLE ROCK","08/15/2008","$6.50","$5.00"
"UNIVERSITY OF ARKANSAS AT MONTICELLO","_001085","AR","MONTICELLO","09/02/2009","$6.50","$5.00"
"UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE-MORRILTON","_005245","AR","MORRILTON","04/21/2011","$6.50","$5.00"
"UNIVERSITY OF BALTIMORE","_002102","MD","BALTIMORE","10/25/2011","$6.50","$5.00"
"UNIVERSITY OF CALIFORNIA IRVINE LAW","_001314","CA","IRVINE","06/08/2011","$19.50","$18.00"
"UNIVERSITY OF CALIFORNIA, BERKELEY","_001312","CA","BERKELEY","09/09/2008","$16.50","$15.00"
"UNIVERSITY OF CALIFORNIA, DAVIS","_001313","CA","DAVIS","09/05/2008","$21.50","$20.00"
"UNIVERSITY OF CALIFORNIA, MERCED","_041271","CA","MERCED","10/16/2008","$9.50","$8.00"
"UNIVERSITY OF CALIFORNIA, RIVERSIDE","_001316","CA","RIVERSIDE","11/21/2008","$14.50","$13.00"
"UNIVERSITY OF CALIFORNIA, SANTA BARBARA","_001320","CA","SANTA BARBARA","06/05/2006","$16.50","$15.00"
"UNIVERSITY OF CALIFORNIA- SAN DIEGO MEDICAL","_001317","CA","LA JOLLA","09/18/2006","$16.50","$15.00"
"UNIVERSITY OF CALIFORNIA-IRVINE","_001314","CA","IRVINE","06/08/2011","$19.50","$18.00"
"UNIVERSITY OF CALIFORNIA-LOS ANGELES","_001315","CA","LOS ANGELES","11/29/2005","$16.50","$15.00"
"UNIVERSITY OF CALIFORNIA-SAN DIEGO","_001317","CA","LA JOLLA","09/18/2006","$16.50","$15.00"
"UNIVERSITY OF CALIFORNIA-SAN FRANCISCO","_001319","CA","SAN FRANCISCO","02/23/2010","$36.50","$35.00"
"UNIVERSITY OF CALIFORNIA-SANTA CRUZ","_001321","CA","SANTA CRUZ","09/11/2009","$16.50","$15.00"
"UNIVERSITY OF CENTRAL ARKANSAS","_001092","AR","CONWAY","09/14/2001","$6.50","$5.00"
"UNIVERSITY OF CENTRAL FLORIDA","_003954","FL","ORLANDO","08/25/2008","$12.50","$11.00"
"UNIVERSITY OF CENTRAL MISSOURI","_002454","MO","WARRENSBURG","02/11/2008","$6.50","$5.00"
"UNIVERSITY OF CENTRAL OKLAHOMA","_003152","OK","EDMOND","08/10/2006","$6.50","$5.00"
"UNIVERSITY OF CHARLESTON","_003818","WV","CHARLESTON","08/14/2009","$6.50","$5.00"
"UNIVERSITY OF CHICAGO","_001774","IL","CHICAGO","10/01/2003","$16.50","$15.00"
"UNIVERSITY OF CINCINNATI","_003125","OH","CINCINNATI","02/15/2007","$11.00","$9.50"
"UNIVERSITY OF COLORADO AT BOULDER","_001370","CO","BOULDER","04/10/2001","$10.75","$9.25"
"UNIVERSITY OF COLORADO AT COLORADO SPRINGS","_004509","CO","COLORADO SPRINGS","03/28/2001","$6.50","$5.00"
"UNIVERSITY OF COLORADO AT DENVER","_004508","CO","DENVER","04/10/2001","$10.50","$9.00"
"UNIVERSITY OF COLORADO AT DENVER AND HEALTH SCIENCES CENTER","_004508","CO","DENVER","04/10/2001","$10.50","$9.00"
"UNIVERSITY OF COLORADO AT HEALTH SCIENCES CENTER","_004508","CO","DENVER","04/10/2001","$10.50","$9.00"
"UNIVERSITY OF CONNECTICUT","_001417","CT","STORRS","01/29/2003","$6.50","$5.00"
"UNIVERSITY OF DAYTON","_003127","OH","DAYTON","05/11/2007","$6.50","$5.00"
"UNIVERSITY OF DELAWARE","_001431","DE","NEWARK","05/18/2005","$9.00","$7.50"
"UNIVERSITY OF DENVER","_001371","CO","DENVER","03/17/2004","$6.50","$5.00"
"UNIVERSITY OF DENVER, COLORADO","_001371","CO","DENVER","03/17/2004","$6.50","$5.00"
"UNIVERSITY OF DETROIT MERCY","_002323","MI","DETROIT","08/18/2003","$6.50","$5.00"
"UNIVERSITY OF DUBUQUE","_001891","IA","DUBUQUE","10/06/2011","$11.50","$10.00"
"UNIVERSITY OF DUBUQUE THEOLOGICAL SEMINARY","_001891","IA","DUBUQUE","10/06/2011","$11.50","$10.00"
"UNIVERSITY OF EVANSVILLE","_001795","IN","EVANSVILLE","08/19/2010","$6.50","$5.00"
"UNIVERSITY OF FINDLAY","_003045","OH","FINDLAY","10/26/2011","$6.50","$5.00"
"UNIVERSITY OF FLORIDA","_001535","FL","GAINESVILLE","03/19/2004","$12.00","$10.50"
"UNIVERSITY OF GEORGIA","_001598","GA","ATHENS","04/10/2001","$11.50","$10.00"
"UNIVERSITY OF GREAT FALLS","_002527","MT","GREAT FALLS","10/16/2009","$6.50","$5.00"
"UNIVERSITY OF HARTFORD","_001422","CT","WEST HARTFORD","05/14/2008","$6.50","$5.00"
"UNIVERSITY OF HAWAII - KAUAI COMMUNITY COLLEGE","_001614","HI","LIHUE","06/30/2009","$6.50","$5.00"
"UNIVERSITY OF HAWAII - LEEWARD COMMUNITY COLLEGE","_004549","HI","PEARL CITY","09/17/2009","$6.50","$5.00"
"UNIVERSITY OF HAWAII - MAUI COMMUNITY COLLEGE","_001615","HI","KAHULUI","01/15/2010","$6.50","$5.00"
"UNIVERSITY OF HAWAII - WINDWARD COMMUNITY COLLEGE","_011220","HI","KANEOHE","06/30/2009","$6.50","$5.00"
"UNIVERSITY OF HAWAII AT HILO","_001611","HI","HILO","09/25/2009","$6.50","$5.00"
"UNIVERSITY OF HAWAII AT MANOA","_001610","HI","HONOLULU","04/14/2009","$6.50","$5.00"
"UNIVERSITY OF HAWAII, WEST OAHU","_021078","HI","PEARL CITY","08/04/2009","$6.50","$5.00"
"UNIVERSITY OF HOUSTON","_003652","TX","HOUSTON","09/10/2007","$6.50","$5.00"
"UNIVERSITY OF HOUSTON - UNIVERSITY PARK","_003652","TX","HOUSTON","09/10/2007","$6.50","$5.00"
"UNIVERSITY OF HOUSTON CENTRAL CAMPUS","_003652","TX","HOUSTON","09/10/2007","$6.50","$5.00"
"UNIVERSITY OF HOUSTON, MAIN CAMPUS","_003652","TX","HOUSTON","09/10/2007","$6.50","$5.00"
"UNIVERSITY OF HOUSTON-CLEAR LAKE","_011711","TX","HOUSTON","05/12/2004","$6.50","$5.00"
"UNIVERSITY OF HOUSTON-DOWNTOWN","_003612","TX","HOUSTON","12/16/2008","$6.50","$5.00"
"UNIVERSITY OF HOUSTON-VICTORIA","_013231","TX","VICTORIA","05/27/2009","$6.50","$5.00"
"UNIVERSITY OF IDAHO","_001626","ID","MOSCOW","07/25/2001","$6.50","$5.00"
"UNIVERSITY OF ILLINOIS AT CHICAGO","_001776","IL","CHICAGO","03/02/2001","$6.50","$5.00"
"UNIVERSITY OF ILLINOIS AT SPRINGFIELD","_009333","IL","SPRINGFIELD","07/22/2005","$6.50","$5.00"
"UNIVERSITY OF ILLINOIS AT URBANA - CHAMPAIGN","_001775","IL","URBANA","07/13/2005","$10.00","$8.50"
"UNIVERSITY OF INDIANAPOLIS","_001804","IN","IINDIANAPOLIS","07/28/2011","$6.50","$5.00"
"UNIVERSITY OF IOWA","_001892","IA","IOWA CITY","01/17/2002","$16.50","$15.00"
"UNIVERSITY OF KANSAS","_001948","KS","LAWRENCE","05/31/2002","$6.50","$5.00"
"UNIVERSITY OF KANSAS MEDICAL CENTER- KANSAS CITY","_001948","KS","LAWRENCE","05/31/2002","$6.50","$5.00"
"UNIVERSITY OF KENTUCKY","_001989","KY","LEXINGTON","04/23/2004","$9.50","$8.00"
"UNIVERSITY OF LOUISIANA AT LAFAYETTE","_002031","LA","LAFAYETTE","03/10/2009","$7.50","$6.00"
"UNIVERSITY OF LOUISVILLE","_001999","KY","LOUISVILLE","05/23/2008","$6.50","$5.00"
"UNIVERSITY OF MAINE","_002053","ME","ORONO","04/13/2004","$6.50","$5.00"
"UNIVERSITY OF MAINE (ORONO)","_002053","ME","ORONO","04/13/2004","$6.50","$5.00"
"UNIVERSITY OF MAINE AT AUGUSTA","_006760","ME","AUGUSTA","07/09/2009","$6.50","$5.00"
"UNIVERSITY OF MAINE AT FARMINGTON","_002040","ME","FARMINGTON","01/12/2005","$6.50","$5.00"
"UNIVERSITY OF MAINE AT FORT KENT","_002041","ME","FORT KENT","06/08/2004","$6.50","$5.00"
"UNIVERSITY OF MAINE AT MACHIAS","_002055","ME","MACHIAS","08/24/2004","$6.50","$5.00"
"UNIVERSITY OF MAINE AT PORTLAND","_002054","ME","GORHAM","03/02/2010","$8.00","$6.50"
"UNIVERSITY OF MAINE AT PORTLAND-GORHAM","_002054","ME","GORHAM","03/02/2010","$8.00","$6.50"
"UNIVERSITY OF MAINE AT PRESQUE ISLE","_002033","ME","PRESQUE ISLE","03/06/2009","$6.50","$5.00"
"UNIVERSITY OF MARY","_002992","ND","BISMARCK","05/15/2007","$6.50","$5.00"
"UNIVERSITY OF MARY WASHINGTON","_003746","VA","FREDERICKSBURG","09/12/2011","$6.50","$5.00"
"UNIVERSITY OF MARYLAND, BALTIMORE COUNTY","_002105","MD","BALTIMORE","11/12/2003","$10.00","$8.50"
"UNIVERSITY OF MARYLAND, COLLEGE PARK","_002103","MD","COLLEGE PARK","06/27/2001","$6.50","$5.00"
"UNIVERSITY OF MARYLAND, EASTERN SHORE","_002106","MD","PRINCESS ANNE","12/19/2006","$6.50","$5.00"
"UNIVERSITY OF MARYLAND- BALTIMORE","_002104","MD","BALTIMORE","06/02/2010","$6.50","$5.00"
"UNIVERSITY OF MASSACHUSETTS AT AMHERST","_002221","MA","AMHERST","07/13/2007","$7.50","$6.00"
"UNIVERSITY OF MASSACHUSETTS AT DARTMOUTH","_002210","MA","NORTH DARTMOUTH","09/30/2003","$6.50","$5.00"
"UNIVERSITY OF MASSACHUSETTS BOSTON","_002222","MA","BOSTON","12/07/2010","$7.50","$6.00"
"UNIVERSITY OF MASSACHUSETTS DARTMOUTH","_002210","MA","NORTH DARTMOUTH","09/30/2003","$6.50","$5.00"
"UNIVERSITY OF MEDICINE & DENTISTRY OF NEW JERSEY","_010394","NJ","NEWARK","12/17/2010","$6.50","$5.00"
"UNIVERSITY OF MEMPHIS","_003509","TN","MEMPHIS","11/29/2001","$6.50","$5.00"
"UNIVERSITY OF MIAMI","_001536","FL","CORAL GABLES","05/09/2005","$10.00","$8.50"
"UNIVERSITY OF MIAMI, MILLER SCHOOL OF MEDICINE - MD DEGREE PROGRAM ONLY","_001536","FL","CORAL GABLES","05/09/2005","$10.00","$8.50"
"UNIVERSITY OF MIAMI, SCHOOL OF LAW","_001536","FL","CORAL GABLES","05/09/2005","$10.00","$8.50"
"UNIVERSITY OF MICHIGAN - DEARBORN","_002326","MI","DEARBORN","10/18/2002","$12.00","$10.50"
"UNIVERSITY OF MICHIGAN, FLINT","_002327","MI","FLINT","07/09/2003","$12.00","$10.50"
"UNIVERSITY OF MICHIGAN- ANN ARBOR","_002325","MI","ANN ARBOR","06/17/2005","$12.00","$10.50"
"UNIVERSITY OF MINNESOTA - CROOKSTON","_004069","MN","CROOKSTON","02/28/2005","$11.50","$10.00"
"UNIVERSITY OF MINNESOTA - DULUTH","_002388","MN","DULUTH","02/28/2005","$11.50","$10.00"
"UNIVERSITY OF MINNESOTA - TWIN CITIES","_003969","MN","MINNEAPOLIS","02/25/2004","$11.50","$10.00"
"UNIVERSITY OF MINNESOTA, MORRIS","_002389","MN","MORRIS","11/20/2007","$11.50","$10.00"
"UNIVERSITY OF MISSISSIPPI","_002440","MS","UNIVERSITY","01/14/2005","$16.50","$15.00"
"UNIVERSITY OF MISSOURI - KANSAS CITY (UMKC)","_002518","MO","KANSAS CITY","04/06/2009","$6.50","$5.00"
"UNIVERSITY OF MISSOURI - ROLLA","_002517","MO","ROLLA","07/31/2009","$6.50","$5.00"
"UNIVERSITY OF MISSOURI - ST. LOUIS","_002519","MO","ST LOUIS","06/07/2004","$6.50","$5.00"
"UNIVERSITY OF MISSOURI-COLUMBIA","_002516","MO","COLUMBIA","07/16/2002","$6.50","$5.00"
"UNIVERSITY OF MISSOURI-KANSAS CITY","_002518","MO","KANSAS CITY","04/06/2009","$6.50","$5.00"
"UNIVERSITY OF MONTANA","_002536","MT","MISSOULA","12/19/2005","$6.50","$5.00"
"UNIVERSITY OF MONTEVALLO","_001004","AL","MONTEVALLO","10/07/2004","$6.50","$5.00"
"UNIVERSITY OF MOUNT UNION","_003083","OH","ALLIANCE","06/25/2003","$6.50","$5.00"
"UNIVERSITY OF NEBRASKA AT KEARNEY","_002551","NE","KEARNEY","08/25/2006","$6.50","$5.00"
"UNIVERSITY OF NEBRASKA AT OMAHA (NON-MEDICAL)","_002554","NE","OMAHA","09/27/2000","$6.50","$5.00"
"UNIVERSITY OF NEBRASKA MEDICAL CENTER","_006895","NE","OMAHA","10/02/2006","$8.50","$7.00"
"UNIVERSITY OF NEBRASKA-LINCOLN","_002565","NE","LINCOLN","01/09/2008","$6.50","$5.00"
"UNIVERSITY OF NEVADA LAS VEGAS","_002569","NV","LAS VEGAS","08/25/2003","$6.50","$5.00"
"UNIVERSITY OF NEVADA, RENO","_002568","NV","RENO","07/29/2003","$16.50","$15.00"
"UNIVERSITY OF NEW HAMPSHIRE","_002589","NH","DURHAM","04/05/2001","$6.50","$5.00"
"UNIVERSITY OF NEW HAVEN","_001397","CT","WEST HAVEN","04/20/2009","$10.00","$8.50"
"UNIVERSITY OF NEW HAVEN-SEMESTERS","_001397","CT","WEST HAVEN","04/20/2009","$10.00","$8.50"
"UNIVERSITY OF NEW ORLEANS","_002015","LA","NEW ORLEANS","07/28/2004","$6.50","$5.00"
"UNIVERSITY OF NORTH ALABAMA","_001016","AL","FLORENCE","12/04/2001","$6.50","$5.00"
"UNIVERSITY OF NORTH CAROLINA - CHARLOTTE","_002975","NC","CHARLOTTE","06/20/2001","$6.50","$5.00"
"UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL","_002974","NC","CHAPEL HILL","05/17/2010","$6.50","$5.00"
"UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL - MEDICAL SCHOOL","_002974","NC","CHAPEL HILL","05/17/2010","$6.50","$5.00"
"UNIVERSITY OF NORTH CAROLINA AT GREENSBORO","_002976","NC","GREENSBORO","06/03/2004","$6.50","$5.00"
"UNIVERSITY OF NORTH CAROLINA AT PEMBROKE","_002954","NC","PEMBROKE","10/01/2004","$6.50","$5.00"
"UNIVERSITY OF NORTH CAROLINA, ASHEVILLE","_002907","NC","ASHEVILLE","09/29/2003","$6.50","$5.00"
"UNIVERSITY OF NORTH CAROLINA-WILMINGTON","_002984","NC","WILMINGTON","02/17/2006","$6.50","$5.00"
"UNIVERSITY OF NORTH DAKOTA","_003005","ND","GRAND FORKS","03/20/2003","$6.50","$5.00"
"UNIVERSITY OF NORTH DAKOTA - WILLISTON","_003007","ND","WILLISTON","01/24/2006","$6.50","$5.00"
"UNIVERSITY OF NORTH FLORIDA","_009841","FL","JACKSONVILLE","11/09/2000","$6.50","$5.00"
"UNIVERSITY OF NORTH TEXAS","_003594","TX","DENTON","01/05/2009","$6.50","$5.00"
"UNIVERSITY OF NORTHERN COLORADO","_001349","CO","GREELEY","11/16/2000","$6.50","$5.00"
"UNIVERSITY OF NORTHERN IOWA","_001890","IA","CEDAR FALLS","11/14/2005","$8.50","$7.00"
"UNIVERSITY OF NOTRE DAME","_001840","IN","NOTRE DAME","11/08/2006","$6.50","$5.00"
"UNIVERSITY OF OKLAHOMA","_003184","OK","NORMAN","08/29/2008","$6.50","$5.00"
"UNIVERSITY OF OKLAHOMA - NORMAN","_003184","OK","NORMAN","08/29/2008","$6.50","$5.00"
"UNIVERSITY OF OKLAHOMA COLLEGE OF MEDICINE","_003184","OK","NORMAN","08/29/2008","$6.50","$5.00"
"UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER","_003184","OK","NORMAN","08/29/2008","$6.50","$5.00"
"UNIVERSITY OF OKLAHOMA SCHOOL OF MEDICINE","_003184","OK","NORMAN","08/29/2008","$6.50","$5.00"
"UNIVERSITY OF OREGON","_003223","OR","EUGENE","11/11/2003","$16.50","$15.00"
"UNIVERSITY OF OREGON, LAW SCHOOL","_003223","OR","EUGENE","11/11/2003","$16.50","$15.00"
"UNIVERSITY OF PENNSYLVANIA","_003378","PA","PHILADELPHIA","06/12/2009","$12.00","$10.50"
"UNIVERSITY OF PHOENIX","_020988","AZ","TEMPE","02/04/2004","$12.00","$10.50"
"UNIVERSITY OF PIKEVILLE","_001980","KY","PIKEVILLE","10/26/2005","$6.50","$5.00"
"UNIVERSITY OF PITTSBURGH","_003379","PA","PITTSBURGH","04/11/2008","$6.50","$5.00"
"UNIVERSITY OF PITTSBURGH DENTAL","_003379","PA","PITTSBURGH","04/11/2008","$6.50","$5.00"
"UNIVERSITY OF PITTSBURGH SCHOOL OF MEDICINE","_003379","PA","PITTSBURGH","04/11/2008","$6.50","$5.00"
"UNIVERSITY OF PORTLAND","_003224","OR","PORTLAND","02/20/2004","$6.50","$5.00"
"UNIVERSITY OF PUGET SOUND","_003797","WA","TACOMA","04/11/2001","$6.50","$5.00"
"UNIVERSITY OF RHODE ISLAND","_003414","RI","KINGSTON","07/02/2003","$6.50","$5.00"
"UNIVERSITY OF RICHMOND","_003744","VA","RICHMOND","02/23/2001","$6.50","$5.00"
"UNIVERSITY OF RIO GRANDE","_003116","OH","RIO GRANDE","04/30/2004","$6.50","$5.00"
"UNIVERSITY OF ROCHESTER","_002894","NY","ROCHESTER","08/22/2002","$6.50","$5.00"
"UNIVERSITY OF ROCHESTER-EASTMAN SCHOOL OF MUSIC","_002894","NY","ROCHESTER","08/22/2002","$6.50","$5.00"
"UNIVERSITY OF ROCHESTER-SCHOOL OF BUSINESS","_002894","NY","ROCHESTER","08/22/2002","$6.50","$5.00"
"UNIVERSITY OF SACRED HEART","_003937","PR","SAN JUAN, PR","11/28/2011","$9.50","$8.00"
"UNIVERSITY OF SAINT FRANCIS - FORT WAYNE, IN","_001832","IN","FORT WAYNE","07/07/2011","$11.50","$10.00"
"UNIVERSITY OF SAINT THOMAS (MN)","_002345","MN","ST PAUL","03/29/2003","$6.50","$5.00"
"UNIVERSITY OF SAN DIEGO","_010395","CA","SAN DIEGO","07/28/2010","$11.50","$10.00"
"UNIVERSITY OF SAN DIEGO LAW SCHOOL","_010395","CA","SAN DIEGO","07/28/2010","$11.50","$10.00"
"UNIVERSITY OF SAN FRANCISCO","_001325","CA","SAN FRANCISCO","11/10/2000","$6.50","$5.00"
"UNIVERSITY OF SOUTH ALABAMA","_001057","AL","MOBILE","02/09/2001","$6.50","$5.00"
"UNIVERSITY OF SOUTH CAROLINA","_003448","SC","COLUMBIA","08/31/2001","$9.50","$8.00"
"UNIVERSITY OF SOUTH CAROLINA AT AIKEN","_003448","SC","COLUMBIA","08/31/2001","$9.50","$8.00"
"UNIVERSITY OF SOUTH CAROLINA AT BEAUFORT","_003448","SC","COLUMBIA","08/31/2001","$9.50","$8.00"
"UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA","_003448","SC","COLUMBIA","08/31/2001","$9.50","$8.00"
"UNIVERSITY OF SOUTH CAROLINA AT LANCASTER","_003448","SC","COLUMBIA","08/31/2001","$9.50","$8.00"
"UNIVERSITY OF SOUTH CAROLINA AT SALKEHATCHIE","_003448","SC","COLUMBIA","08/31/2001","$9.50","$8.00"
"UNIVERSITY OF SOUTH CAROLINA AT SPARTANBURG","_003448","SC","COLUMBIA","08/31/2001","$9.50","$8.00"
"UNIVERSITY OF SOUTH CAROLINA AT SUMTER","_003448","SC","COLUMBIA","08/31/2001","$9.50","$8.00"
"UNIVERSITY OF SOUTH CAROLINA AT UNION","_003448","SC","COLUMBIA","08/31/2001","$9.50","$8.00"
"UNIVERSITY OF SOUTH CAROLINA, UPSTATE","_003448","SC","COLUMBIA","08/31/2001","$9.50","$8.00"
"UNIVERSITY OF SOUTH DAKOTA","_003474","SD","VERMILLION","05/14/2003","$6.50","$5.00"
"UNIVERSITY OF SOUTH FLORIDA","_001537","FL","TAMPA","02/24/2011","$12.00","$10.50"
"UNIVERSITY OF SOUTHERN CALIFORNIA","_001328","CA","LOS ANGELES","10/15/2007","$11.50","$10.00"
"UNIVERSITY OF SOUTHERN COLORADO","_001365","CO","PUEBLO","11/05/2008","$6.50","$5.00"
"UNIVERSITY OF SOUTHERN INDIANA","_001808","IN","EVANSVILLE","08/04/2009","$6.50","$5.00"
"UNIVERSITY OF SOUTHERN MAINE","_002054","ME","GORHAM","03/02/2010","$8.00","$6.50"
"UNIVERSITY OF SOUTHERN MISSISSIPPI","_002441","MS","HATTIESBURG","07/30/2009","$10.50","$9.00"
"UNIVERSITY OF SOUTHERN MISSISSIPPI-GULF PARK","_002441","MS","HATTIESBURG","07/30/2009","$10.50","$9.00"
"UNIVERSITY OF SOUTHERN MISSISSIPPI-HATTIESBURG","_002441","MS","HATTIESBURG","07/30/2009","$10.50","$9.00"
"UNIVERSITY OF SOUTHWESTERN LOUISIANA","_002031","LA","LAFAYETTE","03/10/2009","$7.50","$6.00"
"UNIVERSITY OF ST. FRANCIS","_001664","IL","JOLIET","02/10/2005","$6.50","$5.00"
"UNIVERSITY OF ST. THOMAS (HOUSTON, TX)","_003654","TX","HOUSTON","04/20/2004","$6.50","$5.00"
"UNIVERSITY OF ST. THOMAS (MN)","_002345","MN","ST PAUL","03/29/2003","$6.50","$5.00"
"UNIVERSITY OF TAMPA","_001538","FL","TAMPA","12/06/2005","$6.50","$5.00"
"UNIVERSITY OF TENNESSEE - MARTIN","_003531","TN","MARTIN","12/09/2004","$6.50","$5.00"
"UNIVERSITY OF TENNESSEE AT CHATTANOOGA","_003529","TN","CHATTANOOGA","01/12/2005","$6.50","$5.00"
